NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
100;2023;4;48;9;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;2;;;;2;233,44470
100;2023;4;48;9;1;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;281,16430
101;2023;4;48;1;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;306,74550
101;2023;4;48;1;1;1;10;1;:;N;N;4;3;1;2;N;;;;;;;1;02;4;10;4;2;1;40;3;181,04980
101;2023;4;48;1;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;287,25770
102;2023;4;01;2;1;1;13;1;:;N;N;4;1;;;S;6;2;S;08;42;S;2;05;5;09;4;2;;;1;165,20540
103;2023;4;01;9;1;2;07;1;:;N;N;1;1;1;5;N;;;;;;;1;02;4;09;4;1;1;0;2;67,97160
103;2023;4;01;9;6;1;08;1;:;N;N;4;1;2;4;N;;;;;;;1;02;3;10;4;2;5;0;1;27,48100
103;2023;4;01;9;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;33,35410
104;2023;4;48;1;1;1;18;1;:;N;N;2;4;;;N;;;;;;;4;07;1;02;1;;;;1;203,90420
105;2023;4;20;9;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;145,75340
106;2023;4;48;9;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;01;3;08;2;;;58;1;285,77310
106;2023;4;48;9;6;2;13;1;:;N;N;4;1;2;3;N;;;;;;;1;02;4;08;2;;;0;2;279,33840
106;2023;4;48;9;1;1;06;1;:;N;N;4;3;1;2;N;;;;;;;1;02;3;02;4;2;5;40;3;427,55040
106;2023;4;48;9;1;1;06;1;:;N;N;4;3;1;2;N;;;;;;;1;02;3;02;4;2;5;40;3;432,79340
107;2023;4;48;9;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;10;4;2;1;30;1;175,77840
107;2023;4;48;9;1;2;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;4;2;1;40;2;221,19100
107;2023;4;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;210,99370
108;2023;4;48;1;6;1;11;1;:;N;N;3;1;;;N;;;;;;;4;04;2;09;4;2;;;1;235,93690
109;2023;4;01;9;1;1;06;1;:;N;S;4;2;1;2;N;;;;;;;1;02;2;08;4;2;1;40;3;151,21780
109;2023;4;01;9;6;1;12;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;38;1;87,65190
109;2023;4;01;9;1;1;05;1;:;S;S;4;2;1;2;N;;;;;;;1;02;2;02;4;2;1;40;3;80,98710
109;2023;4;01;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;08;4;2;1;40;2;87,20920
110;2023;4;48;1;1;1;11;1;:;N;S;4;2;1;4;N;;;;;;;1;02;3;06;2;;;31;1;240,14880
111;2023;4;01;2;6;1;14;1;:;N;S;2;1;;;N;;;;;;;4;04;5;04;4;2;;;2;140,59110
111;2023;4;01;2;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;1;04;4;2;;;1;134,57710
112;2023;4;20;9;1;1;03;1;:;S;N;4;2;;;N;;;;;;;;;;;;;;;3;133,98850
112;2023;4;20;9;6;1;11;1;:;N;N;4;1;2;4;N;;;;;;;1;02;2;09;2;;;14;1;153,35050
113;2023;4;01;9;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;2;54,04000
113;2023;4;01;9;1;2;17;1;:;N;N;2;3;;;N;;;;;;;4;07;8;02;4;2;;;1;51,72840
114;2023;4;48;1;6;3;10;1;:;N;S;4;2;1;2;N;;;;;;;1;02;2;09;4;2;1;35;1;181,02640
114;2023;4;48;1;1;1;09;1;:;N;N;4;2;1;2;N;;;;;;;1;02;8;04;4;2;1;40;2;236,45710
115;2023;4;01;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;4;06;4;2;;;1;13,43800
116;2023;4;20;9;1;1;09;1;:;N;N;4;1;;;S;6;2;S;07;6;S;2;05;8;02;4;2;;;1;190,92220
117;2023;4;48;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;263,22100
117;2023;4;48;9;6;1;13;1;:;N;N;4;1;2;2;N;;;;;;;1;03;9;08;4;2;1;12;2;181,75370
118;2023;4;01;9;6;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;08;4;1;5;30;2;48,42730
118;2023;4;01;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;48,67530
118;2023;4;01;9;1;1;11;1;:;N;N;4;4;1;2;N;;;;;;;1;01;5;09;2;;;50;1;54,11530
118;2023;4;01;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;45,67610
118;2023;4;01;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;45,67610
119;2023;4;01;9;1;2;17;1;:;N;N;2;2;;;N;;;;;;;4;07;9;02;4;2;;;1;57,84420
119;2023;4;01;9;6;2;15;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;60,42920
120;2023;4;48;9;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;03;2;;;40;1;271,16530
121;2023;4;48;9;1;2;12;1;:;N;N;4;1;1;3;N;;;;;;;1;02;2;02;4;2;1;0;1;238,55800
121;2023;4;48;9;6;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;08;2;;;24;2;244,86260
121;2023;4;48;9;6;1;04;1;:;S;N;4;2;2;2;N;;;;;;;1;03;3;09;4;2;2;2;3;218,30230
121;2023;4;48;9;6;1;04;1;:;S;N;4;2;2;2;N;;;;;;;1;03;3;09;4;2;2;2;3;218,30230
122;2023;4;01;2;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;216,95450
122;2023;4;01;2;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;216,95450
122;2023;4;01;2;6;1;10;1;:;N;N;4;1;;;S;6;4;S;01;99;S;2;05;9;10;4;2;;;1;211,63410
123;2023;4;01;9;1;1;05;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;83,53090
123;2023;4;01;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;07;4;2;1;35;2;78,61640
123;2023;4;01;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;82,56000
123;2023;4;01;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;07;2;;;35;1;93,95530
124;2023;4;48;1;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;2;1;42;2;198,49150
124;2023;4;48;1;1;1;13;1;:;N;N;2;1;;;N;;;;;;;4;07;2;08;4;2;;;1;216,94790
125;2023;4;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;130,06390
125;2023;4;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;114,48990
125;2023;4;48;9;6;1;09;1;:;N;S;4;1;;;N;;;;;;;4;04;2;09;4;1;;;1;160,37670
126;2023;4;48;9;1;1;14;1;:;N;N;2;2;;;N;;;;;;;4;07;2;03;4;2;;;1;263,37200
126;2023;4;48;9;6;3;13;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;198,27870
127;2023;4;48;1;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;08;4;2;1;34;1;238,92280
127;2023;4;48;1;1;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;08;4;2;1;39;2;253,24840
127;2023;4;48;1;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;232,72360
128;2023;4;20;9;1;3;11;2;:;N;N;4;1;1;4;N;;;;;;;1;02;7;03;2;;;24;1;251,81560
128;2023;4;20;9;6;3;09;2;:;N;N;4;1;2;4;N;;;;;;;1;02;5;04;4;2;1;30;2;215,98250
128;2023;4;20;9;6;1;03;2;:;S;;;;;;;;;;;;;;;;;;;;;3;219,32980
128;2023;4;20;9;1;1;03;2;:;S;N;4;2;;;N;;;;;;;;;;;;;;;3;249,02480
129;2023;4;20;9;6;2;14;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;276,02860
129;2023;4;20;9;1;2;15;1;:;N;N;2;2;;;N;;;;;;;4;07;7;02;4;2;;;1;266,66880
129;2023;4;20;9;1;1;08;1;:;N;N;4;2;1;4;N;;;;;;;1;02;7;04;4;2;1;32;3;196,58970
130;2023;4;48;1;6;2;15;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;2;168,55860
130;2023;4;48;1;1;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;4;02;4;2;;;1;157,85000
131;2023;4;48;9;6;3;10;1;:;N;N;4;1;;;S;6;3;S;07;28;S;2;05;9;10;4;2;;;2;190,60030
131;2023;4;48;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;197,30980
131;2023;4;48;9;1;3;12;2;:;N;N;4;1;;;S;6;2;S;07;11;S;2;05;9;01;4;2;;;1;161,35660
132;2023;4;20;9;6;1;11;1;:;N;N;4;1;2;1;N;;;;;;;1;02;9;10;4;2;1;0;1;146,87820
133;2023;4;48;9;6;1;11;1;:;N;N;4;2;1;2;N;;;;;;;1;02;5;04;4;2;1;32;1;198,68250
133;2023;4;48;9;1;1;05;1;:;S;N;4;3;;;N;;;;;;;4;04;2;05;4;2;;;3;219,21610
133;2023;4;48;9;1;1;11;1;:;N;S;4;2;1;2;N;;;;;;;1;02;9;01;4;2;5;32;2;188,52860
134;2023;4;01;2;6;1;11;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;37;1;158,02610
134;2023;4;01;2;1;2;10;1;:;N;S;4;1;1;2;N;;;;;;;1;02;8;09;4;1;5;37;2;156,46930
135;2023;4;20;9;1;2;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;08;2;;;40;1;226,85360
135;2023;4;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;181,44490
135;2023;4;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;181,44490
135;2023;4;20;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;40;2;189,74350
136;2023;4;48;9;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;1;03;4;2;;;1;185,54250
137;2023;4;01;9;1;1;03;1;:;S;N;4;3;;;N;;;;;;;;;;;;;;;3;55,50120
137;2023;4;01;9;1;1;08;1;:;N;N;4;1;2;2;N;;;;;;;1;02;9;02;4;2;1;39;2;70,20210
137;2023;4;01;9;6;1;09;1;:;N;S;4;1;2;2;N;;;;;;;1;02;5;04;3;;;28;1;56,50130
137;2023;4;01;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;55,50120
138;2023;4;20;9;1;1;06;1;:;N;S;4;4;1;4;N;;;;;;;1;02;2;10;4;2;5;28;3;242,17430
138;2023;4;20;9;1;1;05;1;:;S;S;4;1;;;N;;;;;;;4;04;3;08;4;2;;;3;176,63690
138;2023;4;20;9;1;1;14;1;:;N;S;2;4;;;N;;;;;;;4;07;1;02;3;;;;1;276,71720
138;2023;4;20;9;6;1;13;1;:;N;S;1;1;1;;;;;;;;;2;05;3;08;4;2;;;2;188,57430
139;2023;4;01;2;6;1;13;1;:;N;N;4;1;2;2;N;;;;;;;1;02;9;04;4;2;1;25;1;215,73300
140;2023;4;20;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;9;02;4;2;;;2;123,64360
140;2023;4;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;9;10;2;;;;1;127,98340
141;2023;4;48;1;1;1;13;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;1;21;1;217,33480
142;2023;4;20;3;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;2;;;40;1;146,24030
143;2023;4;48;9;6;1;04;1;:;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;189,69690
143;2023;4;48;9;6;1;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;09;4;1;1;7;2;208,49980
143;2023;4;48;9;1;1;12;1;:;N;S;4;1;1;4;N;;;;;;;1;02;4;09;4;1;1;28;1;213,30270
144;2023;4;20;9;1;1;18;1;:;N;N;2;4;;;N;;;;;;;4;07;8;02;4;2;;;1;131,43190
145;2023;4;20;9;6;2;13;1;:;N;N;3;1;;;N;;;;;;;4;04;9;08;4;2;;;2;184,56290
145;2023;4;20;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;1;242,59860
146;2023;4;48;1;6;1;12;1;:;N;N;4;1;;;N;;;;;;;4;04;9;04;4;2;;;4;217,06180
146;2023;4;48;1;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;10;4;2;1;40;1;212,68980
146;2023;4;48;1;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;209,71180
147;2023;4;48;9;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;178,33920
148;2023;4;20;9;6;1;11;1;:;N;N;4;3;1;4;N;;;;;;;1;02;9;08;4;2;1;0;2;162,64680
148;2023;4;20;9;6;1;06;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;08;4;2;1;32;3;213,63340
148;2023;4;20;9;1;2;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;04;4;2;2;32;1;155,69500
149;2023;4;48;9;1;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;28;1;230,64460
150;2023;4;48;9;1;1;08;1;:;N;N;4;1;1;3;N;;;;;;;1;02;5;09;4;2;1;0;1;132,25710
151;2023;4;20;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;229,10700
151;2023;4;20;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;2;214,44170
151;2023;4;20;9;1;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;217,43040
151;2023;4;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;202,57870
152;2023;4;48;1;6;1;12;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;3;204,11030
152;2023;4;48;1;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;04;4;2;1;40;3;191,51890
152;2023;4;48;1;6;2;17;1;:;N;N;4;4;;;N;;;;;;;4;07;9;10;4;2;;;1;289,51080
153;2023;4;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;2;118,93940
153;2023;4;20;9;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;1;02;4;2;;;1;114,90630
154;2023;4;48;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;259,30460
154;2023;4;48;9;6;1;13;1;:;N;N;4;1;1;3;N;;;;;;;1;02;2;09;4;1;1;0;2;187,07300
155;2023;4;20;9;1;2;18;1;:;N;N;2;1;;;N;;;;;;;4;04;3;03;3;;;;1;123,53800
155;2023;4;20;9;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;7;02;5;;;;2;127,87410
156;2023;4;48;9;1;1;11;1;:;N;N;4;1;1;2;S;4;1;S;05;12;N;1;02;1;05;4;2;1;40;2;259,93770
156;2023;4;48;9;6;1;05;1;:;S;N;4;2;1;2;N;;;;;;;1;02;2;09;4;1;3;40;3;241,07370
156;2023;4;48;9;1;2;05;1;:;S;S;4;2;;;N;;;;;;;4;04;2;02;4;2;;;3;275,73880
156;2023;4;48;9;6;1;12;1;:;N;N;4;1;;;S;6;2;S;07;26;N;4;04;3;06;4;2;;;1;273,54220
157;2023;4;20;9;1;1;13;1;:;N;N;3;1;;;N;;;;;;;4;04;7;03;4;2;;;1;146,22580
157;2023;4;20;9;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;153,77850
158;2023;4;48;9;6;2;15;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;211,95460
159;2023;4;01;9;1;1;12;1;:;N;S;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;1;17,64850
160;2023;4;48;9;1;1;06;1;:;N;S;4;1;2;2;N;;;;;;;1;02;5;09;4;2;5;30;3;160,35860
160;2023;4;48;9;1;1;07;1;:;N;N;4;1;1;3;N;;;;;;;1;02;8;02;4;2;2;0;3;170,77780
160;2023;4;48;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;01;8;04;4;2;1;46;1;100,56950
160;2023;4;48;9;1;1;05;1;:;N;N;4;1;2;2;N;;;;;;;1;02;7;02;4;2;1;30;3;124,53680
161;2023;4;20;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;04;4;2;1;40;2;207,06620
161;2023;4;20;9;1;1;06;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;2;40;3;260,26470
161;2023;4;20;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;2;;;40;1;187,75610
161;2023;4;20;9;1;1;05;1;:;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;188,54550
162;2023;4;01;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;1;05;4;2;;;2;49,37350
162;2023;4;01;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;49,37350
163;2023;4;48;9;6;2;15;1;:;N;S;2;1;;;N;;;;;;;4;04;1;09;4;2;;;1;193,69780
164;2023;4;20;3;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;6;01;4;2;;;1;112,10390
164;2023;4;20;3;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;116,03860
165;2023;4;01;9;1;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;1;76,86060
165;2023;4;01;9;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;2;47,00850
165;2023;4;01;9;1;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;40,91180
166;2023;4;01;9;1;1;11;1;:;N;S;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;30,54890
167;2023;4;20;9;1;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;133,87920
168;2023;4;48;9;1;1;14;1;:;N;N;2;2;;;N;;;;;;;4;07;4;04;4;2;;;2;98,44980
168;2023;4;48;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;9;08;4;2;;;1;105,12870
169;2023;4;48;1;6;1;05;1;:;S;N;4;1;;;N;;;;;;;4;04;9;08;4;2;;;3;231,17070
169;2023;4;48;1;1;1;13;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;05;4;2;1;16;1;248,78880
169;2023;4;48;1;6;1;13;1;:;N;S;4;1;1;4;N;;;;;;;1;02;1;09;4;1;1;16;2;243,18690
169;2023;4;48;1;6;1;18;1;:;N;N;4;4;;;N;;;;;;;4;07;5;04;5;;;;4;376,08310
170;2023;4;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;198,56370
170;2023;4;48;9;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;2;1;40;2;187,92540
170;2023;4;48;9;1;1;12;1;:;N;S;4;1;1;2;N;;;;;;;1;02;1;02;4;2;1;40;1;221,76350
171;2023;4;01;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;9;10;4;2;;;1;44,05800
172;2023;4;48;9;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;9;04;4;2;;;1;207,32630
173;2023;4;20;9;1;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;3;08;3;;;;2;114,03630
173;2023;4;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;4;02;3;;;;1;118,03890
174;2023;4;20;9;6;3;03;2;:;S;;;;;;;;;;;;;;;;;;;;;3;255,32420
174;2023;4;20;9;6;3;08;2;:;N;S;4;1;;;N;;;;;;;4;04;;;;;;;2;344,02520
174;2023;4;20;9;1;3;02;2;:;S;;;;;;;;;;;;;;;;;;;;;3;225,76010
174;2023;4;20;9;6;1;01;2;:;N;;;;;;;;;;;;;;;;;;;;;3;255,32420
174;2023;4;20;9;1;3;09;2;:;N;S;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;420,38120
175;2023;4;20;9;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;2;116,37250
175;2023;4;20;9;1;2;15;1;:;N;N;2;2;;;N;;;;;;;4;07;3;02;4;2;;;1;112,42640
176;2023;4;01;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;01;1;04;1;;;60;2;68,81730
176;2023;4;01;9;1;1;13;1;:;N;N;4;1;1;3;N;;;;;;;1;02;5;04;5;;;0;1;78,32250
177;2023;4;20;3;6;1;05;1;:;N;N;4;3;1;2;N;;;;;;;1;02;2;09;4;1;5;35;3;171,04840
177;2023;4;20;3;6;1;05;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;154,53660
177;2023;4;20;3;1;1;13;1;:;N;N;3;1;;;N;;;;;;;4;04;4;06;4;2;;;1;159,64930
177;2023;4;20;3;6;1;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;2;1;16;2;155,19110
178;2023;4;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;132,59390
178;2023;4;20;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;05;4;1;1;38;1;138,34100
178;2023;4;20;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;05;4;2;1;30;2;138,65830
179;2023;4;01;9;1;1;10;1;:;N;N;4;3;2;2;N;;;;;;;1;02;2;10;4;2;1;40;3;60,06620
179;2023;4;01;9;6;2;15;1;:;N;N;4;1;;;N;;;;;;;4;04;8;02;4;2;;;1;126,50460
180;2023;4;48;9;1;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;02;8;02;4;1;1;35;1;172,30330
180;2023;4;48;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;04;4;2;1;40;2;199,22510
180;2023;4;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;196,43560
181;2023;4;20;3;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;1;02;2;;;;1;120,64230
181;2023;4;20;3;1;2;18;1;:;N;N;2;4;;;N;;;;;;;4;07;7;03;2;;;;4;120,64230
181;2023;4;20;3;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;1;02;2;;;;2;124,87670
182;2023;4;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;147,90110
182;2023;4;20;9;6;3;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;04;4;2;1;40;1;143,55590
182;2023;4;20;9;6;3;05;1;:;N;N;4;1;2;4;N;;;;;;;1;02;5;04;4;2;5;24;3;157,16220
183;2023;4;48;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;176,33810
183;2023;4;48;9;1;1;09;1;:;N;N;4;1;;;S;6;2;N;;26;S;4;04;3;10;2;;;;1;240,50190
183;2023;4;48;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;08;1;;;35;2;213,34310
184;2023;4;01;9;1;1;03;1;:;S;N;4;2;;;N;;;;;;;;;;;;;;;3;54,49640
184;2023;4;01;9;6;2;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;09;4;1;1;0;1;61,66560
184;2023;4;01;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;58,07480
184;2023;4;01;9;1;2;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;58,75780
185;2023;4;48;1;6;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;35;2;183,52210
185;2023;4;48;1;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;200,93480
185;2023;4;48;1;1;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;04;4;1;1;0;1;174,11460
186;2023;4;48;9;6;1;11;1;:;N;S;4;1;1;3;N;;;;;;;1;02;5;04;4;2;1;0;2;89,11390
186;2023;4;48;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;01;4;2;1;40;1;92,51420
187;2023;4;01;9;6;1;17;1;:;N;N;4;4;;;N;;;;;;;4;07;;;;;;;1;34,39400
188;2023;4;20;3;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;9;08;4;2;;;1;129,75150
189;2023;4;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;222,04360
189;2023;4;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;252,24810
189;2023;4;48;9;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;2;1;40;2;271,16950
189;2023;4;48;9;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;40;1;219,56450
190;2023;4;01;2;6;3;08;2;:;N;N;4;1;2;2;N;;;;;;;1;02;9;10;4;2;1;20;3;197,33580
190;2023;4;01;2;6;3;13;1;:;N;N;4;1;2;2;N;;;;;;;1;02;9;10;4;2;1;35;1;171,29310
191;2023;4;20;9;1;2;13;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;02;4;2;1;32;1;150,87740
191;2023;4;20;9;6;1;12;1;:;N;N;4;1;2;4;N;;;;;;;1;02;9;08;4;2;1;16;2;155,48010
191;2023;4;20;9;6;1;18;1;:;N;N;2;2;;;N;;;;;;;4;07;6;01;2;;;;4;251,02840
192;2023;4;01;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;85,47510
192;2023;4;01;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;91,08770
192;2023;4;01;9;6;1;09;1;:;N;N;4;1;2;2;N;;;;;;;1;03;5;09;4;1;5;10;1;86,57950
192;2023;4;01;9;1;1;09;1;:;N;S;4;1;1;2;N;;;;;;;1;02;5;09;4;1;5;35;2;119,68790
193;2023;4;48;9;1;3;10;2;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;2;;;30;1;369,28980
194;2023;4;20;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;208,95040
194;2023;4;20;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;4;2;1;40;1;191,03670
194;2023;4;20;9;6;1;09;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;2;1;42;2;193,20610
194;2023;4;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;184,75600
195;2023;4;20;9;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;8;02;4;2;;;1;231,05300
195;2023;4;20;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;3;160,42080
196;2023;4;20;3;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;04;5;;;40;1;170,69350
