"age","matricule","nationality","place_birth","sex","province","household_duties","relation_to_activity1","relation_to_activity2"
3,"1_1",1,1,1,1,NA,NA,NA
9,"2_1",1,1,6,1,1,1,1
9,"3_1",1,1,1,1,1,1,2
17,"4_2",1,1,6,20,1,4,4
18,"5_2",1,1,1,20,2,4,7
16,"6_3",1,1,6,1,1,4,4
18,"7_3",1,1,1,1,1,4,4
11,"8_4",1,1,1,1,1,1,2
3,"9_4",1,1,1,1,NA,NA,NA
10,"10_4",1,1,6,1,1,1,2
14,"11_5",1,1,1,20,1,4,4
14,"12_6",1,1,6,48,1,4,4
14,"13_6",1,1,1,48,1,4,4
17,"14_7",1,2,1,1,2,4,7
17,"15_7",1,2,6,1,1,4,4
17,"16_8",1,1,1,20,1,4,4
17,"17_8",1,1,6,20,1,4,4
13,"18_9",1,2,1,48,1,1,2
13,"19_9",1,1,6,48,1,1,2
2,"20_10",1,1,1,48,NA,NA,NA
1,"21_10",1,1,1,48,NA,NA,NA
9,"22_10",1,1,6,48,1,1,2
8,"23_10",1,1,1,48,1,1,2
3,"24_11",1,1,1,1,NA,NA,NA
2,"25_11",1,1,1,1,NA,NA,NA
3,"26_11",1,1,6,1,NA,NA,NA
7,"27_11",1,1,1,1,1,4,4
7,"28_11",1,2,6,1,1,4,4
10,"29_12",1,2,1,1,1,2,5
3,"30_13",1,1,6,1,NA,NA,NA
1,"31_13",1,1,6,1,NA,NA,NA
8,"32_13",1,3,6,1,1,1,2
7,"33_13",1,3,1,1,1,1,2
6,"34_14",1,1,6,48,1,1,2
6,"35_14",1,1,1,48,1,1,2
14,"36_15",1,1,6,48,1,4,4
15,"37_15",1,1,1,48,2,4,7
7,"38_16",1,2,1,20,1,1,2
7,"39_16",1,2,6,20,2,1,2
14,"40_17",1,2,6,20,1,4,4
16,"41_18",1,1,1,1,1,4,4
16,"42_18",1,1,6,1,4,4,7
4,"43_19",1,1,6,1,2,4,4
11,"44_19",1,1,1,1,1,1,2
10,"45_19",1,1,6,1,1,4,4
5,"46_20",1,1,6,48,1,1,3
11,"47_20",1,2,1,48,1,1,2
4,"48_20",1,1,1,48,2,4,7
10,"49_20",1,1,6,48,1,4,4
16,"50_21",1,2,1,1,1,4,4
16,"51_21",1,2,6,1,1,4,4
11,"52_22",1,1,6,48,1,4,4
6,"53_22",1,1,6,48,2,4,4
11,"54_23",1,1,1,20,1,1,2
11,"55_24",1,1,6,48,1,1,2
17,"56_24",1,2,6,48,2,4,7
11,"57_25",1,1,1,48,1,2,5
3,"58_25",1,1,1,48,NA,NA,NA
9,"59_25",1,1,6,48,1,2,5
1,"60_25",1,1,6,48,NA,NA,NA
9,"61_26",2,3,6,1,1,1,3
4,"62_26",1,3,6,1,1,4,4
11,"63_26",1,3,1,1,1,1,2
3,"64_26",1,3,1,1,NA,NA,NA
5,"65_27",1,1,6,20,1,1,3
7,"66_27",1,1,1,20,1,1,2
14,"67_28",1,2,1,1,1,1,2
12,"68_29",1,1,6,20,1,1,2
16,"69_30",1,2,6,48,1,4,4
11,"70_31",1,1,6,48,2,1,2
4,"71_32",1,1,6,1,2,4,4
10,"72_32",1,1,1,1,1,1,2
3,"73_32",1,1,1,1,2,NA,NA
10,"74_32",1,1,6,1,1,1,2
10,"75_33",1,1,1,20,1,1,2
5,"76_33",1,1,1,20,1,1,2
10,"77_33",1,1,6,20,1,1,2
5,"78_34",1,3,6,1,1,2,5
7,"79_34",1,1,1,1,1,1,2
13,"80_35",1,2,6,1,1,4,4
18,"81_36",1,2,6,48,1,4,4
14,"82_37",1,2,6,48,1,4,4
15,"83_37",1,2,1,48,2,4,7
14,"84_37",1,2,1,48,1,4,4
7,"85_38",1,1,1,48,1,1,2
6,"86_38",1,1,6,48,1,1,2
18,"87_39",1,2,6,1,1,4,4
13,"88_39",1,2,1,1,1,1,2
12,"89_39",1,2,6,1,1,1,2
3,"90_40",1,1,1,48,NA,NA,NA
10,"91_40",1,1,1,48,1,1,2
2,"92_40",1,1,6,48,NA,NA,NA
10,"93_40",1,1,6,48,1,1,2
16,"94_41",1,2,1,1,1,4,4
15,"95_41",1,2,6,1,1,4,4
9,"96_42",1,1,6,48,1,2,5
3,"97_42",1,1,6,48,NA,NA,NA
2,"98_42",1,1,6,48,NA,NA,NA
9,"99_42",1,1,1,48,1,1,1
3,"100_43",1,1,1,1,NA,NA,NA
9,"101_43",1,1,1,1,1,1,2
9,"102_43",1,2,6,1,1,1,2
3,"103_43",1,1,1,1,NA,NA,NA
16,"104_44",1,2,1,20,1,4,4
3,"105_45",1,1,1,20,NA,NA,NA
10,"106_45",1,1,1,20,1,1,2
6,"107_46",2,3,6,20,1,4,4
2,"108_46",2,3,6,20,NA,NA,NA
1,"109_46",1,1,6,20,NA,NA,NA
14,"110_47",1,1,1,20,1,4,4
8,"111_48",1,1,6,20,1,1,1
6,"112_49",1,1,6,48,1,1,2
18,"113_50",1,1,6,1,1,4,4
18,"114_50",1,1,1,1,4,4,7
9,"115_51",1,1,1,1,1,1,2
1,"116_51",1,1,1,1,NA,NA,NA
2,"117_51",1,1,6,1,NA,NA,NA
9,"118_51",1,1,6,1,1,1,2
13,"119_52",1,1,1,48,1,4,4
11,"120_53",1,1,6,48,1,1,2
4,"121_53",1,1,6,48,2,4,4
11,"122_53",1,1,1,48,1,1,2
3,"123_53",1,1,6,48,NA,NA,NA
9,"124_54",1,1,1,48,1,1,2
6,"125_54",1,1,1,48,1,4,4
9,"126_54",1,1,6,48,1,1,2
14,"127_55",1,1,6,48,1,4,4
6,"128_55",1,1,1,48,2,1,2
7,"129_55",1,1,6,48,1,1,2
8,"130_56",1,1,1,1,1,1,2
11,"131_57",1,1,1,20,1,1,2
9,"132_58",1,1,1,48,1,1,2
11,"133_59",1,1,6,20,1,1,2
4,"134_59",1,1,6,20,2,4,4
5,"135_59",1,1,6,20,2,1,2
12,"136_59",1,2,1,20,1,1,2
8,"137_60",1,1,6,20,1,1,1
11,"138_61",1,2,6,20,1,1,2
10,"139_61",1,1,1,20,1,1,2
3,"140_61",1,1,6,20,NA,NA,NA
3,"141_61",1,1,1,20,NA,NA,NA
3,"142_62",1,1,1,1,NA,NA,NA
3,"143_62",1,1,1,1,NA,NA,NA
9,"144_62",1,1,1,1,1,1,2
4,"145_62",1,1,1,1,2,4,4
10,"146_62",1,1,6,1,1,1,2
8,"147_63",1,1,6,20,1,1,2
9,"148_63",1,1,1,20,1,1,2
1,"149_63",1,1,1,20,NA,NA,NA
12,"150_64",1,1,6,48,1,1,2
5,"151_64",1,1,1,48,2,4,4
12,"152_64",1,1,1,48,1,1,2
10,"153_65",1,1,6,1,1,1,2
4,"154_65",1,1,6,1,2,4,4
3,"155_65",1,1,1,1,NA,NA,NA
11,"156_65",1,1,1,1,1,1,2
15,"157_66",1,2,1,1,1,4,4
14,"158_66",1,2,6,1,1,4,4
15,"159_67",1,2,6,20,1,4,4
12,"160_68",1,1,1,20,1,4,4
12,"161_69",1,1,6,48,1,1,2
18,"162_69",1,2,1,48,3,4,7
16,"163_70",1,2,6,48,1,4,4
11,"164_70",1,1,1,48,4,4,7
12,"165_71",1,2,1,48,2,1,1
5,"166_71",1,1,1,48,2,1,2
12,"167_71",1,1,6,48,1,4,4
4,"168_71",1,1,6,48,2,4,4
6,"169_72",1,1,6,48,2,1,2
5,"170_72",1,1,6,48,3,4,4
12,"171_72",1,1,6,48,1,1,2
11,"172_72",1,1,1,48,1,1,1
5,"173_72",1,1,1,48,2,4,4
10,"174_73",1,1,6,1,2,1,2
3,"175_73",1,1,1,1,NA,NA,NA
3,"176_73",1,1,1,1,NA,NA,NA
10,"177_73",1,1,1,1,2,1,2
14,"178_74",1,1,6,20,1,4,4
14,"179_74",1,1,1,20,1,1,2
14,"180_75",1,1,6,1,2,4,7
11,"181_76",2,3,6,48,1,1,2
7,"182_76",2,3,6,48,1,1,2
17,"183_77",1,1,1,1,2,4,7
16,"184_77",1,2,6,1,2,4,7
3,"185_78",1,1,1,1,NA,NA,NA
2,"186_78",1,1,1,1,NA,NA,NA
9,"187_78",1,1,1,1,1,1,2
9,"188_78",1,1,6,1,1,1,2
9,"189_79",1,3,6,48,1,4,4
8,"190_79",1,1,1,48,1,1,2
15,"191_80",1,1,6,1,1,4,4
12,"192_81",1,1,6,48,1,1,2
6,"193_81",1,1,1,48,1,1,2
12,"194_81",1,1,1,48,1,1,2
9,"195_82",1,2,6,48,1,1,2
10,"196_82",1,2,1,48,2,1,2
3,"197_82",1,1,1,48,NA,NA,NA
3,"198_82",1,1,1,48,NA,NA,NA
14,"199_83",1,2,1,20,1,4,4
14,"200_83",1,1,6,20,1,4,4
15,"201_84",1,1,6,48,4,4,7
10,"202_84",1,1,1,48,1,1,2
18,"203_84",1,1,1,48,1,4,4
8,"204_85",1,1,6,20,1,1,2
1,"205_85",1,1,1,20,NA,NA,NA
9,"206_85",1,1,1,20,1,1,2
1,"207_85",1,1,6,20,NA,NA,NA
15,"208_86",1,2,6,48,1,4,4
1,"209_87",1,1,1,20,NA,NA,NA
5,"210_87",2,3,6,20,1,1,2
15,"211_88",1,2,6,48,1,4,4
15,"212_88",1,1,1,48,2,4,7
9,"213_89",1,1,1,48,1,1,2
2,"214_89",1,1,1,48,NA,NA,NA
10,"215_89",1,1,6,48,1,1,2
18,"216_90",1,2,1,48,1,4,4
18,"217_91",1,1,6,20,1,4,4
5,"218_92",1,2,6,20,1,2,5
9,"219_93",1,1,6,48,1,1,2
14,"220_93",1,2,1,48,1,4,4
14,"221_93",1,2,6,48,1,4,4
2,"222_93",1,1,6,48,NA,NA,NA
9,"223_93",1,1,1,48,1,1,2
18,"224_94",1,1,1,1,4,4,7
17,"225_95",1,2,6,48,1,4,4
17,"226_95",1,1,1,48,2,4,7
15,"227_96",1,1,1,1,2,4,7
15,"228_96",1,2,6,1,1,4,4
11,"229_97",1,1,1,48,1,1,2
5,"230_97",1,1,1,48,3,4,4
4,"231_97",1,1,6,48,3,4,4
11,"232_97",1,1,6,48,1,1,2
16,"233_98",1,2,6,20,4,4,7
14,"234_99",1,2,6,48,1,4,4
14,"235_99",1,1,1,48,1,4,4
7,"236_100",1,1,1,48,1,2,5
17,"237_101",1,2,6,20,1,4,4
13,"238_102",1,1,6,48,1,4,4
4,"239_103",1,1,6,48,2,4,4
5,"240_103",1,1,6,48,2,1,3
12,"241_103",1,1,1,48,1,1,3
11,"242_103",1,1,6,48,1,1,2
5,"243_104",1,1,6,48,2,1,2
12,"244_104",1,1,6,48,1,1,2
13,"245_104",1,1,1,48,1,1,2
15,"246_105",1,2,1,48,1,4,4
15,"247_105",1,2,6,48,1,4,4
6,"248_106",1,1,6,1,1,1,2
18,"249_107",1,1,6,1,4,4,7
14,"250_108",1,1,1,48,2,4,7
13,"251_108",1,1,6,48,1,4,4
8,"252_109",1,1,6,1,1,1,2
2,"253_110",1,1,6,48,NA,NA,NA
10,"254_110",1,1,1,48,1,1,1
9,"255_110",1,1,6,48,1,1,2
9,"256_111",1,2,1,48,1,1,2
14,"257_112",1,1,6,48,1,4,4
8,"258_112",1,1,6,48,1,1,2
9,"259_113",1,1,6,1,1,1,2
3,"260_113",1,1,6,1,NA,NA,NA
9,"261_113",1,1,1,1,1,1,2
2,"262_113",1,1,1,1,NA,NA,NA
2,"263_114",1,1,1,48,NA,NA,NA
10,"264_114",1,1,6,48,1,1,2
11,"265_114",1,1,1,48,1,1,2
17,"266_115",1,1,6,1,1,4,4
2,"267_116",1,2,1,1,NA,NA,NA
3,"268_116",1,2,6,1,NA,NA,NA
7,"269_116",2,3,6,1,1,1,2
8,"270_116",2,3,1,1,1,1,2
10,"271_117",1,1,6,48,1,1,2
10,"272_117",1,1,1,48,1,1,2
3,"273_117",1,1,6,48,2,NA,NA
3,"274_117",1,1,6,48,NA,NA,NA
15,"275_118",1,1,6,48,1,4,4
16,"276_118",1,1,1,48,2,4,7
8,"277_119",1,1,1,1,1,1,2
1,"278_119",1,1,1,1,NA,NA,NA
6,"279_119",1,1,6,1,1,1,3
8,"280_120",1,1,6,20,1,1,2
9,"281_121",1,3,6,48,1,1,2
6,"282_121",2,3,6,48,2,2,6
10,"283_122",1,2,6,1,1,1,2
15,"284_123",1,1,1,1,1,4,4
12,"285_124",1,1,1,20,1,1,2
9,"286_124",2,3,1,20,1,2,5
15,"287_125",1,2,6,48,1,4,4
15,"288_125",1,2,1,48,4,4,7
16,"289_126",1,1,6,1,1,4,4
8,"290_127",1,1,6,1,1,2,5
1,"291_127",1,1,6,1,NA,NA,NA
8,"292_127",1,1,1,1,1,1,2
2,"293_127",1,1,6,1,NA,NA,NA
16,"294_128",1,2,6,48,1,4,4
17,"295_128",1,2,1,48,1,4,4
17,"296_129",1,1,6,48,1,4,4
17,"297_129",1,1,1,48,1,4,4
4,"298_130",1,1,1,48,2,4,4
4,"299_130",1,1,6,48,2,1,3
11,"300_130",1,1,6,48,1,1,2
11,"301_130",1,1,1,48,1,1,2
16,"302_131",1,1,1,48,2,4,7
16,"303_131",1,2,6,48,1,4,4
12,"304_132",1,1,6,1,1,1,2
12,"305_132",1,1,1,1,1,1,1
3,"306_133",1,1,1,20,NA,NA,NA
11,"307_133",1,1,6,20,1,1,2
17,"308_134",1,2,1,48,2,4,7
16,"309_134",1,1,6,48,1,4,4
12,"310_135",1,1,6,48,1,1,2
12,"311_136",1,1,1,20,4,1,2
11,"312_136",1,1,6,20,1,1,2
4,"313_136",1,1,6,20,1,4,7
16,"314_137",1,1,1,48,1,4,4
15,"315_137",1,1,6,48,1,4,4
12,"316_138",1,2,6,1,1,1,2
13,"317_138",1,1,1,1,2,1,2
2,"318_139",1,1,1,20,NA,NA,NA
9,"319_139",1,1,6,20,1,1,2
2,"320_139",1,1,6,20,NA,NA,NA
9,"321_139",1,1,1,20,1,1,2
12,"322_140",1,1,6,48,1,1,2
13,"323_141",1,1,6,48,1,1,1
13,"324_141",1,1,1,48,2,4,7
13,"325_142",1,2,6,1,1,1,2
13,"326_142",1,1,1,1,3,1,2
14,"327_143",1,1,1,1,1,4,4
13,"328_143",1,2,6,1,4,4,7
9,"329_144",1,1,1,1,1,1,2
4,"330_145",1,1,6,48,3,4,4
4,"331_145",1,1,6,48,2,4,4
12,"332_145",1,1,6,48,1,4,4
12,"333_145",1,1,1,48,1,1,2
14,"334_146",1,1,6,20,1,4,4
13,"335_146",1,1,6,20,1,1,2
14,"336_147",1,1,1,48,1,4,4
13,"337_147",1,1,6,48,1,4,4
12,"338_148",1,1,6,48,1,4,4
11,"339_149",1,1,1,20,1,1,2
8,"340_150",2,3,6,20,1,4,4
3,"341_150",2,3,1,20,NA,NA,NA
9,"342_150",2,3,1,20,3,1,2
2,"343_150",2,3,1,20,NA,NA,NA
7,"344_151",1,1,1,48,3,1,2
15,"345_151",1,2,6,48,1,4,4
8,"346_151",1,1,1,48,3,1,2
11,"347_151",1,1,1,48,3,1,1
11,"348_152",1,1,6,48,1,1,2
11,"349_153",1,1,1,20,1,1,2
12,"350_153",1,2,6,20,1,1,2
4,"351_153",1,1,6,20,2,4,4
12,"352_154",1,1,1,48,1,1,2
2,"353_154",1,1,1,48,NA,NA,NA
10,"354_154",1,1,6,48,1,4,4
18,"355_155",1,2,1,48,1,4,4
11,"356_156",1,1,6,48,1,1,2
11,"357_156",1,1,1,48,1,1,2
18,"358_157",1,1,6,1,3,4,7
16,"359_158",1,1,1,48,2,4,7
16,"360_158",1,1,6,48,1,4,4
11,"361_159",1,1,6,20,1,1,2
4,"362_159",1,1,1,20,2,4,4
5,"363_159",1,1,6,20,2,4,4
11,"364_159",1,1,1,20,1,1,2
16,"365_160",1,2,6,48,1,4,4
9,"366_161",1,1,6,1,1,1,2
17,"367_162",1,1,6,48,1,4,4
8,"368_163",1,1,6,20,1,1,2
3,"369_164",1,1,6,48,NA,NA,NA
9,"370_164",1,1,1,48,1,1,2
3,"371_164",1,1,6,48,NA,NA,NA
9,"372_164",1,1,6,48,1,1,2
4,"373_165",1,1,1,48,2,4,4
11,"374_165",1,1,1,48,2,1,1
11,"375_165",1,1,6,48,1,1,2
5,"376_165",1,1,1,48,2,4,4
12,"377_166",1,1,6,48,1,4,4
6,"378_166",1,1,1,48,3,1,2
15,"379_166",1,1,1,48,4,4,7
8,"380_166",1,1,1,48,3,1,1
3,"381_167",1,1,1,48,3,NA,NA
11,"382_167",1,1,1,48,1,2,5
10,"383_167",1,1,6,48,1,4,4
3,"384_167",1,1,1,48,3,NA,NA
12,"385_168",1,1,1,20,1,1,2
18,"386_169",1,2,6,48,4,4,7
9,"387_170",1,1,6,20,1,2,5
9,"388_170",1,1,1,20,1,1,2
3,"389_170",1,1,6,20,NA,NA,NA
2,"390_170",1,1,1,20,NA,NA,NA
13,"391_171",1,1,1,20,2,4,7
13,"392_171",1,2,6,20,1,4,4
6,"393_172",1,2,1,1,1,1,2
9,"394_173",1,2,1,48,1,1,2
2,"395_173",1,1,6,48,NA,NA,NA
9,"396_173",1,2,6,48,1,1,2
15,"397_174",1,1,6,20,1,4,4
16,"398_174",1,1,1,20,1,4,4
7,"399_175",1,1,6,48,2,1,2
14,"400_175",1,1,1,48,2,4,7
13,"401_175",1,1,6,48,1,1,2
2,"402_176",1,1,1,48,NA,NA,NA
7,"403_176",2,3,6,48,1,1,1
8,"404_176",2,3,1,48,1,1,2
1,"405_177",1,1,6,48,NA,NA,NA
8,"406_177",1,3,6,48,1,4,4
2,"407_177",1,1,1,48,NA,NA,NA
2,"408_177",1,1,1,48,NA,NA,NA
11,"409_178",1,1,1,48,1,1,3
16,"410_178",1,1,6,48,1,4,4
16,"411_178",1,2,1,48,2,4,7
5,"412_179",1,1,6,48,1,1,3
12,"413_179",1,1,1,48,1,4,4
12,"414_179",1,1,6,48,1,1,2
4,"415_180",1,1,6,20,2,4,4
11,"416_180",1,2,6,20,2,4,7
5,"417_180",1,1,1,20,2,1,2
11,"418_180",1,2,6,20,1,1,2
17,"419_181",1,1,6,20,3,4,7
17,"420_181",1,1,1,20,1,4,4
16,"421_182",1,2,1,20,2,4,7
15,"422_182",1,2,6,20,1,4,4
12,"423_183",1,1,1,1,1,1,2
13,"424_184",1,1,6,20,2,4,7
10,"425_185",1,1,1,20,1,2,5
3,"426_185",1,1,1,20,NA,NA,NA
10,"427_185",1,1,6,20,1,1,2
3,"428_185",1,1,6,20,NA,NA,NA
3,"429_185",1,1,6,20,NA,NA,NA
6,"430_186",1,1,1,1,3,1,2
11,"431_186",1,1,6,1,1,1,2
13,"432_186",1,1,1,1,3,1,1
14,"433_187",1,2,1,48,1,1,2
13,"434_187",1,1,6,48,1,1,2
13,"435_188",1,2,1,20,2,4,7
13,"436_188",1,2,6,20,1,1,2
9,"437_189",1,1,1,20,1,1,2
3,"438_189",1,1,1,20,NA,NA,NA
9,"439_189",1,1,6,20,1,1,2
2,"440_189",1,1,1,20,NA,NA,NA
9,"441_190",1,1,1,48,1,4,4
12,"442_191",1,2,1,48,1,1,2
6,"443_192",1,1,6,1,1,1,2
7,"444_192",1,1,1,1,1,1,2
1,"445_192",1,1,1,1,NA,NA,NA
11,"446_193",1,1,1,48,1,1,2
10,"447_193",1,1,6,48,1,1,2
3,"448_193",1,1,6,48,NA,NA,NA
11,"449_194",1,1,1,48,2,1,2
5,"450_194",1,1,6,48,2,1,3
5,"451_194",1,1,6,48,2,1,3
12,"452_194",1,1,6,48,1,4,4
6,"453_195",1,1,1,1,2,4,7
4,"454_195",1,1,1,1,2,4,4
13,"455_195",1,1,1,1,2,1,1
12,"456_195",1,1,6,1,1,1,2
16,"457_196",1,1,6,20,1,4,4
3,"458_197",1,1,1,48,NA,NA,NA
3,"459_197",1,1,6,48,NA,NA,NA
10,"460_197",1,1,6,48,1,1,2
16,"461_198",1,1,6,48,1,4,4
10,"462_199",2,3,6,1,1,2,5
9,"463_200",1,1,6,1,1,1,2
2,"464_201",1,1,1,48,NA,NA,NA
8,"465_201",1,1,6,48,1,1,2
10,"466_201",1,2,1,48,1,1,2
2,"467_201",1,1,6,48,NA,NA,NA
16,"468_202",1,1,6,48,1,4,4
16,"469_202",1,2,1,48,2,4,7
1,"470_203",2,1,1,20,NA,NA,NA
5,"471_203",2,3,6,20,1,4,4
6,"472_203",2,3,1,20,2,1,2
3,"473_204",1,1,6,1,NA,NA,NA
11,"474_204",1,2,1,1,3,1,2
10,"475_204",1,1,6,1,1,1,2
3,"476_204",1,1,1,1,NA,NA,NA
3,"477_205",1,1,6,20,3,NA,NA
9,"478_205",1,1,6,20,1,1,2
3,"479_205",1,1,6,20,NA,NA,NA
11,"480_205",1,1,1,20,1,1,2
14,"481_206",1,1,1,1,1,4,4
3,"482_207",1,1,1,48,2,NA,NA
5,"483_207",1,1,1,48,2,1,2
4,"484_207",1,1,1,48,2,4,4
11,"485_207",1,1,6,48,1,4,4
11,"486_207",1,1,1,48,2,1,2
15,"487_208",1,1,1,20,1,4,4
15,"488_208",1,2,6,20,1,4,4
15,"489_209",1,1,6,48,1,4,4
15,"490_209",1,2,1,48,2,4,7
7,"491_210",1,1,1,48,2,1,3
15,"492_210",1,2,1,48,3,4,7
9,"493_210",1,1,6,48,1,1,3
15,"494_210",1,2,6,48,1,4,4
11,"495_211",1,2,6,1,1,1,2
4,"496_211",1,1,1,1,2,1,2
11,"497_211",1,1,1,1,1,1,2
3,"498_211",1,1,1,1,2,NA,NA
15,"499_212",1,1,1,48,3,4,7
15,"500_212",1,1,6,48,1,4,4
17,"501_213",1,2,1,1,1,4,4
17,"502_213",1,2,6,1,1,4,4
17,"503_214",1,1,1,48,1,4,4
4,"504_215",1,1,6,1,4,4,4
11,"505_215",1,1,1,1,2,1,2
11,"506_215",1,2,6,1,1,1,2
6,"507_216",1,1,6,48,1,2,5
18,"508_216",1,2,1,48,4,4,7
9,"509_217",1,1,1,20,1,1,2
11,"510_218",1,2,1,1,1,1,2
4,"511_218",1,1,1,1,1,4,4
5,"512_218",1,1,1,1,1,4,4
11,"513_218",1,1,6,1,1,1,2
6,"514_219",1,1,6,1,1,1,2
6,"515_219",1,1,1,1,1,1,2
18,"516_220",1,2,1,48,2,4,7
12,"517_220",1,1,6,48,2,4,7
18,"518_220",1,2,6,48,1,4,4
5,"519_220",1,1,1,48,3,3,6
16,"520_221",1,1,1,20,2,4,7
15,"521_221",1,1,6,20,1,4,4
10,"522_222",1,1,6,1,1,1,2
3,"523_222",1,1,1,1,2,NA,NA
4,"524_222",1,1,1,1,2,4,4
3,"525_222",1,1,6,1,NA,NA,NA
10,"526_222",1,1,1,1,1,1,2
11,"527_223",1,1,1,48,1,4,4
3,"528_223",1,1,6,48,NA,NA,NA
4,"529_223",1,1,1,48,3,4,4
9,"530_223",1,1,6,48,1,1,2
4,"531_224",1,1,1,20,2,4,4
11,"532_224",1,2,6,20,1,1,1
13,"533_224",1,1,1,20,1,4,4
11,"534_225",1,1,1,48,1,1,2
2,"535_225",1,1,6,48,NA,NA,NA
10,"536_225",1,1,6,48,1,1,2
14,"537_226",1,2,6,48,3,4,7
3,"538_227",1,1,6,48,1,NA,NA
9,"539_227",1,1,1,48,1,1,2
10,"540_227",1,1,6,48,1,1,2
9,"541_228",1,1,1,1,1,1,2
11,"542_228",1,1,6,1,1,1,2
4,"543_228",1,1,6,1,2,4,4
5,"544_229",1,1,1,20,2,1,2
11,"545_229",1,1,6,20,1,1,2
4,"546_229",1,1,1,20,4,4,4
12,"547_229",1,1,1,20,1,1,2
18,"548_230",1,1,6,48,1,4,4
14,"549_230",1,1,1,48,1,4,4
9,"550_231",1,1,1,1,1,4,4
1,"551_231",1,1,6,1,NA,NA,NA
8,"552_232",1,1,1,48,1,1,2
4,"553_233",1,2,6,20,1,4,4
13,"554_233",2,3,1,20,1,1,2
7,"555_234",1,1,6,48,1,1,2
1,"556_234",1,1,1,48,NA,NA,NA
7,"557_234",1,2,1,48,1,1,2
1,"558_234",1,1,6,48,NA,NA,NA
14,"559_235",1,1,6,20,1,4,4
13,"560_236",1,1,6,48,1,4,4
13,"561_236",1,1,1,48,1,1,2
13,"562_237",1,1,6,1,1,4,4
13,"563_237",1,1,1,1,1,2,5
17,"564_238",1,1,1,48,4,4,7
17,"565_238",1,2,6,48,1,4,4
12,"566_239",1,1,1,48,1,1,2
7,"567_240",1,1,1,20,1,1,2
16,"568_241",1,1,1,48,1,4,4
16,"569_241",1,1,6,48,1,4,4
6,"570_242",1,1,6,48,1,2,5
1,"571_242",1,1,1,48,NA,NA,NA
18,"572_243",1,2,6,20,3,4,7
18,"573_243",2,3,1,20,3,4,7
10,"574_244",1,3,6,20,1,1,2
11,"575_244",1,1,1,20,1,1,2
16,"576_245",1,2,1,48,1,4,4
16,"577_245",1,1,6,48,1,4,4
14,"578_246",1,1,6,48,1,4,4
15,"579_246",1,1,1,48,2,4,7
16,"580_247",1,1,6,48,1,4,4
12,"581_248",1,1,6,20,1,1,2
12,"582_248",1,1,1,20,1,1,2
6,"583_248",1,1,1,20,3,4,4
14,"584_249",1,1,1,20,2,4,7
14,"585_249",1,1,6,20,1,1,2
7,"586_249",1,1,1,20,2,1,2
15,"587_250",1,1,1,48,2,4,7
15,"588_250",1,2,6,48,1,4,4
4,"589_251",1,1,6,48,2,4,4
12,"590_251",1,1,1,48,1,1,2
11,"591_251",1,1,6,48,1,1,2
12,"592_252",1,1,6,20,2,1,2
5,"593_252",1,1,6,20,3,4,4
2,"594_253",1,1,1,20,NA,NA,NA
2,"595_253",1,1,6,20,NA,NA,NA
1,"596_253",1,1,1,20,NA,NA,NA
8,"597_253",1,1,1,20,2,1,2
7,"598_253",1,1,6,20,1,1,2
3,"599_254",1,1,6,20,NA,NA,NA
2,"600_254",1,1,6,20,NA,NA,NA
10,"601_254",1,1,1,20,1,1,2
9,"602_254",1,1,6,20,1,1,2
14,"603_255",1,1,6,48,1,1,2
13,"604_255",1,1,1,48,1,1,2
7,"605_255",1,1,6,48,1,1,2
16,"606_256",1,2,6,20,2,4,7
10,"607_256",1,1,1,20,2,1,2
14,"608_257",1,2,6,48,1,4,4
6,"609_257",1,1,1,48,1,1,2
14,"610_258",1,2,1,20,1,4,4
13,"611_258",1,2,6,20,1,4,4
6,"612_258",1,1,6,20,1,1,2
11,"613_259",1,1,6,20,4,4,7
16,"614_259",1,1,6,20,1,4,4
16,"615_259",1,1,1,20,1,4,4
18,"616_260",1,2,1,20,4,4,7
18,"617_260",1,1,6,20,4,4,7
12,"618_260",1,1,6,20,1,1,2
15,"619_261",1,2,6,48,1,4,4
16,"620_261",1,2,1,48,1,4,4
14,"621_262",1,1,6,48,1,1,2
5,"622_263",2,3,1,48,1,4,4
13,"623_263",1,1,6,48,1,4,4
13,"624_263",1,1,1,48,1,4,4
14,"625_264",1,1,1,48,1,4,4
15,"626_264",1,1,6,48,1,4,4
14,"627_265",1,2,6,48,1,4,4
14,"628_265",1,2,1,48,1,4,4
14,"629_266",1,2,6,48,1,4,4
13,"630_267",1,1,6,48,1,4,4
10,"631_268",1,1,1,48,1,1,2
2,"632_268",1,1,1,48,NA,NA,NA
9,"633_268",1,1,6,48,1,1,2
2,"634_268",1,1,6,48,NA,NA,NA
15,"635_269",1,1,6,20,1,4,4
17,"636_269",1,1,1,20,1,4,4
13,"637_270",1,2,6,20,1,4,4
10,"638_271",1,1,1,20,1,2,5
10,"639_272",1,1,6,1,1,1,2
12,"640_273",1,1,6,48,1,1,1
6,"641_273",1,1,1,48,2,1,2
5,"642_273",1,1,6,48,2,1,2
3,"643_273",1,1,1,48,2,NA,NA
17,"644_274",1,2,1,48,1,4,4
16,"645_274",1,2,6,48,1,4,4
18,"646_275",1,1,6,1,1,4,4
5,"647_276",1,1,6,48,1,1,2
2,"648_276",1,1,6,48,NA,NA,NA
12,"649_277",1,1,1,48,1,1,2
