"age","matricule","nationality","place_birth","sex","province","household_duties","relation_to_activity1","relation_to_activity2"
10,"5580_2447",1,3,6,48,1,1,2
3,"5581_2447",1,1,1,48,NA,NA,NA
11,"5582_2447",1,3,1,48,1,2,5
16,"5583_2448",1,1,6,20,1,4,4
11,"5584_2449",1,1,1,48,1,1,2
15,"5585_2450",1,1,6,1,1,4,4
15,"5586_2450",1,1,1,1,2,4,7
10,"5587_2451",1,1,6,48,2,1,2
2,"5588_2451",1,1,6,48,NA,NA,NA
2,"5589_2451",1,1,6,48,NA,NA,NA
13,"5590_2452",1,2,6,48,1,4,4
7,"5591_2452",1,1,1,48,2,4,7
15,"5592_2452",1,2,1,48,1,4,4
18,"5593_2453",1,1,6,20,1,4,4
11,"5594_2453",1,1,1,20,1,1,1
3,"5595_2453",1,1,6,20,2,NA,NA
3,"5596_2453",1,1,1,20,NA,NA,NA
3,"5597_2453",1,1,6,20,2,NA,NA
15,"5598_2454",1,2,6,48,1,4,4
18,"5599_2455",1,1,1,1,1,4,4
17,"5600_2455",1,1,6,1,2,4,7
11,"5601_2456",1,1,1,1,1,1,2
9,"5602_2456",1,3,6,1,1,1,2
13,"5603_2457",1,1,6,1,1,1,2
5,"5604_2457",1,1,1,1,2,3,6
14,"5605_2458",2,3,6,1,1,4,4
11,"5606_2458",2,3,6,1,1,1,1
14,"5607_2458",2,3,6,1,1,4,4
10,"5608_2458",2,3,6,1,1,1,2
7,"5609_2459",1,1,1,20,1,1,2
6,"5610_2459",1,1,6,20,1,1,2
18,"5611_2460",1,1,6,48,3,4,7
6,"5612_2461",1,1,1,20,2,1,2
7,"5613_2461",1,1,6,20,1,1,2
13,"5614_2461",1,2,1,20,1,1,2
14,"5615_2462",1,1,6,48,1,4,4
15,"5616_2462",1,1,1,48,2,4,7
7,"5617_2463",1,1,1,48,1,1,2
1,"5618_2463",1,1,6,48,NA,NA,NA
7,"5619_2463",1,1,6,48,1,1,2
16,"5620_2464",1,1,6,48,1,4,4
13,"5621_2465",2,3,1,48,3,4,7
7,"5622_2465",2,3,1,48,1,2,5
1,"5623_2466",1,1,1,20,NA,NA,NA
6,"5624_2466",1,3,1,20,1,1,2
6,"5625_2466",1,2,6,20,1,1,2
1,"5626_2466",1,1,1,20,NA,NA,NA
13,"5627_2467",1,1,1,48,1,4,4
13,"5628_2467",1,1,6,48,1,4,4
13,"5629_2468",1,1,6,48,1,1,2
13,"5630_2468",1,2,1,48,1,4,4
6,"5631_2468",1,1,1,48,1,4,4
14,"5632_2469",1,1,6,48,1,1,2
11,"5633_2470",1,1,6,20,1,4,4
3,"5634_2470",1,1,6,20,NA,NA,NA
3,"5635_2470",1,1,1,20,NA,NA,NA
13,"5636_2471",1,1,6,48,1,1,2
2,"5637_2472",1,1,1,48,NA,NA,NA
9,"5638_2472",1,1,6,48,1,1,2
1,"5639_2472",1,1,1,48,NA,NA,NA
8,"5640_2472",1,1,1,48,1,1,2
10,"5641_2473",1,1,6,1,1,1,2
14,"5642_2474",1,2,6,1,1,4,4
12,"5643_2475",1,1,6,48,1,4,4
5,"5644_2475",1,1,1,48,2,1,2
12,"5645_2475",1,1,1,48,1,1,1
13,"5646_2476",1,1,6,1,3,4,7
13,"5647_2476",1,1,1,1,1,1,2
7,"5648_2477",1,1,1,48,1,1,2
11,"5649_2478",1,1,6,1,1,1,2
11,"5650_2479",1,1,6,20,1,2,5
4,"5651_2479",1,1,6,20,2,4,4
17,"5652_2480",1,1,6,20,1,4,4
12,"5653_2480",1,1,1,20,1,1,2
17,"5654_2481",1,2,1,20,4,4,7
16,"5655_2481",1,2,6,20,1,4,4
14,"5656_2482",1,1,1,20,2,4,7
13,"5657_2482",1,1,6,20,1,1,1
18,"5658_2483",1,1,6,20,1,4,4
18,"5659_2484",1,1,6,48,1,4,4
13,"5660_2485",1,2,6,1,1,1,2
12,"5661_2486",1,1,1,20,1,1,2
11,"5662_2486",1,1,6,20,1,4,4
9,"5663_2487",1,1,1,20,1,1,2
9,"5664_2487",1,1,6,20,1,1,2
3,"5665_2487",1,3,1,20,NA,NA,NA
3,"5666_2487",1,3,6,20,NA,NA,NA
12,"5667_2488",1,1,1,48,1,1,2
12,"5668_2488",1,3,6,48,1,1,2
17,"5669_2489",1,2,1,48,3,4,7
17,"5670_2489",1,2,6,48,1,4,4
15,"5671_2490",1,1,6,1,4,4,7
16,"5672_2490",1,1,1,1,1,4,4
10,"5673_2491",1,1,6,20,1,1,2
10,"5674_2491",1,2,1,20,1,1,2
3,"5675_2491",1,1,6,20,NA,NA,NA
3,"5676_2491",1,1,1,20,NA,NA,NA
14,"5677_2492",1,1,6,48,1,4,4
13,"5678_2492",1,2,1,48,1,1,2
7,"5679_2492",1,1,1,48,1,1,2
15,"5680_2493",1,1,1,48,4,1,2
14,"5681_2493",1,3,6,48,1,4,4
15,"5682_2494",1,1,6,48,1,4,4
15,"5683_2494",1,1,1,48,2,4,7
13,"5684_2495",1,2,6,48,1,4,4
9,"5685_2495",1,1,1,48,2,1,2
8,"5686_2495",1,1,1,48,2,1,2
4,"5687_2496",1,1,6,48,3,4,4
12,"5688_2496",1,1,6,48,1,1,2
12,"5689_2496",1,1,1,48,1,4,4
14,"5690_2497",1,1,6,48,1,4,4
15,"5691_2497",1,1,1,48,1,4,4
12,"5692_2498",1,2,6,1,1,1,2
12,"5693_2498",1,1,1,1,1,1,2
12,"5694_2499",1,1,1,1,1,1,2
12,"5695_2499",1,1,6,1,1,1,2
13,"5696_2500",1,1,6,48,1,2,5
17,"5697_2501",1,1,1,48,1,4,4
13,"5698_2502",1,1,6,20,1,1,2
12,"5699_2503",1,1,6,48,1,1,2
5,"5700_2503",1,1,6,48,3,4,4
6,"5701_2503",1,1,1,48,2,1,2
17,"5702_2504",1,1,1,20,2,4,7
17,"5703_2504",1,1,6,20,1,4,4
14,"5704_2505",1,1,1,20,1,4,4
13,"5705_2505",1,1,6,20,1,4,4
15,"5706_2506",1,2,6,1,1,4,4
17,"5707_2506",1,1,1,1,2,4,7
15,"5708_2507",1,1,1,20,2,4,7
17,"5709_2508",1,1,1,48,2,4,7
10,"5710_2509",2,3,1,1,1,1,2
5,"5711_2509",2,3,6,1,1,1,2
10,"5712_2509",2,3,6,1,1,1,2
5,"5713_2509",2,3,1,1,1,4,4
15,"5714_2510",1,1,1,48,1,4,4
12,"5715_2511",1,2,6,1,1,4,4
12,"5716_2511",1,1,1,1,1,2,5
16,"5717_2512",1,1,6,1,1,4,4
12,"5718_2513",1,1,6,48,1,1,2
10,"5719_2514",1,1,6,48,1,1,2
13,"5720_2514",1,2,1,48,1,4,4
3,"5721_2514",1,1,6,48,NA,NA,NA
13,"5722_2515",1,1,1,48,1,1,2
17,"5723_2516",1,2,6,20,1,4,4
17,"5724_2516",1,1,1,20,1,4,4
15,"5725_2517",1,2,6,1,2,4,7
13,"5726_2518",1,1,1,48,1,1,2
13,"5727_2518",1,1,6,48,4,4,7
17,"5728_2519",1,2,6,20,1,4,4
12,"5729_2520",1,1,1,48,1,2,5
11,"5730_2521",1,1,6,1,1,1,2
18,"5731_2522",1,1,1,1,4,4,7
16,"5732_2522",1,2,6,1,1,4,4
12,"5733_2523",1,2,6,20,1,1,2
12,"5734_2523",1,2,1,20,1,1,2
6,"5735_2523",1,1,1,20,2,1,2
5,"5736_2523",1,1,6,20,2,1,3
5,"5737_2524",1,1,1,48,1,3,5
11,"5738_2524",1,1,6,48,1,2,5
11,"5739_2524",1,1,1,48,1,2,5
4,"5740_2524",1,1,1,48,1,4,4
11,"5741_2525",1,1,1,20,1,4,4
11,"5742_2525",1,1,6,20,1,1,2
5,"5743_2525",1,1,1,20,2,4,7
5,"5744_2525",1,1,6,20,2,1,3
18,"5745_2526",1,2,6,20,3,4,7
17,"5746_2527",1,2,6,1,1,4,4
17,"5747_2527",1,2,1,1,4,4,7
8,"5748_2528",1,1,6,20,1,1,2
8,"5749_2528",1,1,1,20,1,1,2
3,"5750_2528",1,1,6,20,NA,NA,NA
2,"5751_2528",1,1,1,20,NA,NA,NA
12,"5752_2529",1,1,1,48,1,1,2
5,"5753_2529",1,1,6,48,1,1,3
5,"5754_2529",1,1,6,48,1,4,4
4,"5755_2529",1,1,6,48,1,4,4
11,"5756_2529",1,1,6,48,1,1,1
12,"5757_2530",1,1,1,48,1,1,2
12,"5758_2530",1,1,6,48,1,1,2
6,"5759_2530",1,1,1,48,1,1,2
7,"5760_2530",1,1,1,48,1,1,2
10,"5761_2531",1,1,1,48,1,1,2
10,"5762_2531",1,1,6,48,1,1,2
11,"5763_2532",1,1,6,20,1,4,4
12,"5764_2532",1,1,1,20,2,1,1
4,"5765_2532",1,1,1,20,2,4,4
16,"5766_2533",1,1,1,48,4,4,7
15,"5767_2533",1,1,6,48,1,4,4
9,"5768_2533",1,1,6,48,4,4,7
12,"5769_2534",1,1,6,20,1,4,4
13,"5770_2534",1,1,1,20,2,1,2
5,"5771_2535",1,1,6,20,1,4,4
3,"5772_2535",1,1,6,20,NA,NA,NA
11,"5773_2535",1,1,6,20,1,1,2
11,"5774_2535",1,1,1,20,1,1,2
11,"5775_2536",1,1,6,20,1,1,2
12,"5776_2537",1,1,1,20,1,1,2
5,"5777_2537",1,1,6,20,2,1,3
3,"5778_2537",1,1,6,20,NA,NA,NA
11,"5779_2537",1,1,6,20,1,1,2
18,"5780_2538",1,1,6,48,4,4,7
13,"5781_2539",1,1,1,1,1,1,2
14,"5782_2539",1,3,6,1,1,1,2
10,"5783_2540",1,1,6,1,1,1,2
3,"5784_2540",1,1,6,1,NA,NA,NA
10,"5785_2540",1,1,1,1,1,1,2
13,"5786_2541",1,1,6,20,1,1,2
13,"5787_2541",1,2,1,20,3,1,2
9,"5788_2541",1,1,1,20,1,1,2
2,"5789_2542",1,1,6,20,NA,NA,NA
1,"5790_2542",1,1,1,20,NA,NA,NA
10,"5791_2542",1,1,6,20,1,1,2
1,"5792_2542",1,1,1,20,NA,NA,NA
9,"5793_2542",1,2,1,20,2,1,2
17,"5794_2543",1,2,6,48,1,4,4
11,"5795_2544",1,1,6,48,1,1,2
11,"5796_2544",1,1,1,48,1,1,2
3,"5797_2544",1,1,1,48,NA,NA,NA
4,"5798_2544",1,1,6,48,2,4,4
10,"5799_2545",1,1,6,20,1,1,2
10,"5800_2545",1,1,1,20,1,1,2
3,"5801_2545",1,1,6,20,2,NA,NA
3,"5802_2545",1,1,6,20,NA,NA,NA
5,"5803_2546",1,1,1,48,1,1,2
5,"5804_2546",1,1,6,48,1,4,4
17,"5805_2547",1,2,6,20,1,4,4
12,"5806_2548",1,1,6,20,1,4,4
5,"5807_2548",1,1,6,20,1,4,4
2,"5808_2548",1,1,1,20,NA,NA,NA
13,"5809_2549",1,1,1,20,1,1,2
3,"5810_2549",1,2,1,20,NA,NA,NA
9,"5811_2549",1,2,6,20,1,1,2
11,"5812_2550",1,2,1,48,1,4,4
11,"5813_2550",1,1,6,48,1,1,2
5,"5814_2550",1,1,1,48,2,4,7
16,"5815_2551",1,1,1,20,2,4,7
16,"5816_2551",1,1,6,20,1,4,4
12,"5817_2552",1,2,6,1,1,4,4
11,"5818_2552",1,1,1,1,2,1,2
4,"5819_2552",1,1,1,1,3,4,4
5,"5820_2552",1,1,1,1,3,4,4
18,"5821_2553",1,1,6,48,4,4,7
15,"5822_2553",1,1,6,48,1,4,4
12,"5823_2554",1,1,6,48,1,1,2
12,"5824_2554",1,1,1,48,1,2,5
5,"5825_2555",2,3,1,20,1,2,5
15,"5826_2556",1,2,1,1,1,4,4
13,"5827_2556",1,1,6,1,1,1,2
6,"5828_2556",1,1,1,1,3,4,7
5,"5829_2556",1,1,1,1,3,1,2
12,"5830_2557",1,1,1,48,1,1,2
12,"5831_2557",1,1,6,48,1,1,2
3,"5832_2557",1,1,1,48,NA,NA,NA
8,"5833_2558",1,3,6,48,1,4,4
1,"5834_2558",1,1,6,48,NA,NA,NA
10,"5835_2558",1,1,1,48,1,1,2
18,"5836_2559",1,2,6,1,1,4,4
17,"5837_2560",1,1,6,48,1,4,4
12,"5838_2560",1,1,1,48,2,4,7
11,"5839_2560",1,1,6,48,1,4,4
18,"5840_2561",1,1,6,48,1,4,4
7,"5841_2562",1,1,6,20,1,1,2
7,"5842_2562",1,1,1,20,1,1,2
18,"5843_2563",1,2,1,48,3,4,7
16,"5844_2563",1,2,6,48,1,4,4
13,"5845_2564",1,1,1,48,1,4,4
6,"5846_2564",1,1,1,48,2,1,2
13,"5847_2564",1,1,6,48,1,1,2
14,"5848_2565",1,1,6,20,1,4,4
15,"5849_2565",1,2,1,20,3,4,7
10,"5850_2565",1,1,6,20,3,4,7
12,"5851_2566",1,1,6,48,1,1,2
5,"5852_2566",1,1,1,48,1,4,4
5,"5853_2566",1,1,1,48,2,4,7
14,"5854_2567",1,1,1,1,1,4,4
10,"5855_2568",1,1,6,48,2,1,2
9,"5856_2569",1,1,6,48,1,1,2
2,"5857_2569",1,1,1,48,NA,NA,NA
2,"5858_2569",1,1,6,48,NA,NA,NA
11,"5859_2570",1,1,6,1,1,1,2
10,"5860_2571",2,3,6,20,1,1,2
6,"5861_2571",2,3,1,20,4,1,2
2,"5862_2571",2,3,1,20,NA,NA,NA
2,"5863_2571",2,3,1,20,NA,NA,NA
6,"5864_2571",2,3,6,20,1,1,2
8,"5865_2571",2,3,6,20,2,1,1
16,"5866_2572",1,2,6,48,1,4,4
1,"5867_2573",1,1,1,48,NA,NA,NA
9,"5868_2573",1,1,6,48,1,1,2
9,"5869_2573",1,3,1,48,1,1,2
1,"5870_2573",1,1,1,48,NA,NA,NA
2,"5871_2573",1,3,1,48,NA,NA,NA
11,"5872_2574",1,1,6,1,1,2,5
2,"5873_2574",1,1,6,1,NA,NA,NA
4,"5874_2574",1,1,1,1,2,4,7
3,"5875_2574",1,1,6,1,NA,NA,NA
13,"5876_2574",1,2,1,1,1,4,4
4,"5877_2574",1,1,6,1,2,4,7
14,"5878_2575",1,1,6,1,3,4,7
14,"5879_2575",1,1,1,1,3,4,7
16,"5880_2576",1,1,6,20,1,4,4
11,"5881_2577",1,1,6,48,1,1,2
1,"5882_2578",2,1,1,20,NA,NA,NA
7,"5883_2578",2,3,1,20,2,1,2
7,"5884_2578",2,3,6,20,1,4,4
7,"5885_2578",2,3,1,20,1,1,2
1,"5886_2578",2,1,6,20,NA,NA,NA
7,"5887_2579",1,1,6,1,1,1,2
8,"5888_2579",1,1,1,1,1,1,2
1,"5889_2579",1,1,1,1,NA,NA,NA
8,"5890_2580",1,1,6,48,1,1,2
10,"5891_2581",2,3,6,48,1,1,2
7,"5892_2581",2,3,1,48,1,1,2
4,"5893_2581",2,3,6,48,1,1,2
17,"5894_2582",1,1,1,48,1,4,4
16,"5895_2582",1,1,6,48,1,4,4
14,"5896_2583",1,1,1,48,2,4,7
14,"5897_2583",1,1,6,48,2,4,7
8,"5898_2584",2,3,1,48,2,1,2
10,"5899_2584",1,1,1,48,4,4,7
16,"5900_2584",1,2,6,48,1,4,4
13,"5901_2585",1,1,6,20,1,4,4
14,"5902_2585",1,2,1,20,4,4,7
10,"5903_2586",1,2,1,48,1,1,2
10,"5904_2586",1,1,6,48,1,4,4
3,"5905_2586",1,1,1,48,NA,NA,NA
10,"5906_2587",1,3,1,1,2,1,2
4,"5907_2587",1,3,1,1,2,4,4
1,"5908_2587",1,1,6,1,NA,NA,NA
9,"5909_2587",1,3,6,1,1,1,3
9,"5910_2588",1,1,6,48,1,1,2
8,"5911_2588",1,1,1,48,1,1,2
2,"5912_2588",1,1,1,48,NA,NA,NA
3,"5913_2588",1,1,6,48,NA,NA,NA
16,"5914_2589",1,1,6,48,1,4,4
18,"5915_2589",1,2,1,48,1,4,4
16,"5916_2590",1,2,6,48,1,4,4
18,"5917_2590",1,2,1,48,1,4,4
6,"5918_2591",1,1,1,20,1,1,2
13,"5919_2591",1,1,6,20,1,1,2
5,"5920_2592",1,1,6,48,2,1,2
11,"5921_2592",1,1,6,48,1,1,2
11,"5922_2592",1,1,1,48,1,1,2
5,"5923_2592",1,1,6,48,2,4,4
18,"5924_2593",1,1,6,20,1,4,4
14,"5925_2594",1,1,6,20,1,4,4
14,"5926_2594",1,1,1,20,1,4,4
9,"5927_2595",1,1,6,48,1,1,2
3,"5928_2595",1,1,1,48,3,NA,NA
13,"5929_2596",1,1,1,48,2,4,7
12,"5930_2597",1,1,1,20,1,1,2
1,"5931_2598",1,1,1,1,NA,NA,NA
8,"5932_2598",1,1,6,1,1,1,2
8,"5933_2598",1,1,1,1,1,1,2
18,"5934_2599",1,2,6,20,1,4,4
17,"5935_2599",1,2,1,20,1,4,4
8,"5936_2600",1,1,1,1,1,1,2
3,"5937_2601",1,1,6,20,NA,NA,NA
11,"5938_2601",1,1,1,20,1,1,2
12,"5939_2601",1,1,6,20,1,1,2
15,"5940_2602",1,1,6,20,1,4,4
18,"5941_2603",1,1,1,48,4,4,7
13,"5942_2603",1,1,1,48,2,4,7
14,"5943_2604",1,2,6,48,1,4,4
16,"5944_2605",1,2,6,48,2,4,7
4,"5945_2606",1,1,6,48,4,2,5
15,"5946_2606",1,2,6,48,1,4,4
10,"5947_2606",1,1,6,48,1,2,5
17,"5948_2607",1,1,6,1,3,4,7
13,"5949_2607",1,1,1,1,1,1,2
12,"5950_2607",1,1,6,1,1,1,2
12,"5951_2608",1,2,1,20,2,1,2
11,"5952_2608",1,1,6,20,1,4,4
5,"5953_2608",1,1,6,20,2,4,4
13,"5954_2609",1,3,6,1,1,1,2
8,"5955_2609",2,3,6,1,1,1,2
11,"5956_2610",1,2,1,48,1,1,2
9,"5957_2611",1,1,6,20,1,1,1
10,"5958_2611",1,2,1,20,1,1,2
2,"5959_2611",1,1,1,20,NA,NA,NA
3,"5960_2611",1,1,1,20,NA,NA,NA
16,"5961_2612",1,2,6,48,1,4,4
9,"5962_2613",1,3,1,1,1,2,5
9,"5963_2613",1,3,6,1,1,4,4
2,"5964_2613",1,1,6,1,NA,NA,NA
1,"5965_2613",1,1,1,1,NA,NA,NA
1,"5966_2613",1,1,6,1,NA,NA,NA
1,"5967_2613",1,1,1,1,NA,NA,NA
10,"5968_2614",1,1,1,48,3,4,7
9,"5969_2614",1,2,6,48,1,1,2
5,"5970_2615",1,1,1,48,4,4,4
11,"5971_2615",1,1,6,48,1,1,2
11,"5972_2615",1,1,1,48,1,1,2
4,"5973_2615",1,1,1,48,3,4,4
10,"5974_2616",1,1,6,20,1,1,1
10,"5975_2616",1,1,1,20,1,1,2
4,"5976_2616",1,1,6,20,2,4,4
16,"5977_2617",1,2,6,48,1,4,4
6,"5978_2618",1,3,6,20,1,1,2
12,"5979_2618",1,3,6,20,1,1,2
9,"5980_2619",1,1,1,20,1,1,2
8,"5981_2619",1,1,6,20,1,1,2
3,"5982_2619",1,1,1,20,NA,NA,NA
11,"5983_2620",1,1,1,1,1,1,2
11,"5984_2620",1,1,6,1,1,1,2
4,"5985_2621",1,1,1,48,2,4,4
5,"5986_2621",1,1,1,48,2,1,2
10,"5987_2621",1,1,6,48,1,1,2
12,"5988_2621",1,1,1,48,1,1,2
15,"5989_2622",1,1,1,20,3,4,7
15,"5990_2622",1,1,6,20,1,4,4
11,"5991_2623",1,1,6,48,1,1,2
12,"5992_2623",1,1,1,48,1,1,2
4,"5993_2623",1,1,6,48,1,4,4
7,"5994_2624",1,1,1,48,1,1,2
7,"5995_2624",1,1,6,48,1,1,2
15,"5996_2625",1,1,1,20,1,4,4
10,"5997_2626",1,1,1,20,1,1,2
3,"5998_2626",1,1,6,20,NA,NA,NA
9,"5999_2626",1,1,6,20,1,1,2
13,"6000_2627",1,1,1,20,1,4,4
12,"6001_2627",1,1,6,20,1,1,2
9,"6002_2628",1,1,1,1,1,1,2
2,"6003_2628",1,1,1,1,NA,NA,NA
8,"6004_2628",1,1,6,1,1,1,3
10,"6005_2629",1,1,6,48,1,1,2
4,"6006_2629",1,1,6,48,2,1,3
13,"6007_2630",1,1,1,20,1,1,2
6,"6008_2630",1,1,1,20,2,1,2
12,"6009_2630",1,2,6,20,1,1,2
5,"6010_2630",1,3,6,20,3,4,4
18,"6011_2631",1,1,6,20,1,4,4
18,"6012_2632",1,1,1,48,4,4,7
18,"6013_2632",1,1,6,48,1,4,4
13,"6014_2633",1,1,1,48,1,4,4
13,"6015_2633",1,1,6,48,1,4,4
7,"6016_2633",1,1,1,48,1,1,1
17,"6017_2634",1,1,1,20,1,4,4
15,"6018_2635",1,2,6,1,1,4,4
15,"6019_2635",1,1,1,1,4,1,2
13,"6020_2636",1,1,6,48,1,1,2
12,"6021_2637",1,1,6,20,1,4,4
13,"6022_2637",1,1,1,20,1,4,4
11,"6023_2638",1,1,1,48,1,4,4
6,"6024_2639",1,2,1,48,1,1,2
1,"6025_2639",1,1,1,48,NA,NA,NA
1,"6026_2639",1,1,6,48,NA,NA,NA
7,"6027_2639",1,1,6,48,1,1,2
13,"6028_2640",1,1,6,48,4,4,7
12,"6029_2641",1,1,6,1,1,4,4
18,"6030_2641",1,1,6,1,4,4,7
8,"6031_2641",1,1,1,1,2,1,1
17,"6032_2642",1,2,1,48,2,4,7
16,"6033_2642",1,2,6,48,1,4,4
15,"6034_2643",1,2,1,20,3,4,7
7,"6035_2644",1,1,6,48,1,1,2
8,"6036_2644",2,3,1,48,1,4,4
12,"6037_2645",1,1,1,20,1,1,2
5,"6038_2645",1,1,1,20,1,1,2
12,"6039_2645",1,2,6,20,1,1,2
7,"6040_2646",1,1,6,1,1,1,2
8,"6041_2646",1,1,1,1,1,1,2
1,"6042_2646",1,1,6,1,NA,NA,NA
13,"6043_2647",1,1,6,20,1,1,2
12,"6044_2647",1,1,1,20,1,4,4
12,"6045_2648",1,1,6,1,1,1,2
12,"6046_2648",1,1,1,1,3,1,2
12,"6047_2649",1,2,1,20,2,1,2
12,"6048_2649",1,2,6,20,1,1,2
5,"6049_2649",1,1,1,20,2,1,2
3,"6050_2650",1,1,6,1,NA,NA,NA
10,"6051_2650",1,1,1,1,1,1,2
10,"6052_2650",1,1,6,1,1,1,2
10,"6053_2651",1,1,6,1,1,1,1
3,"6054_2651",1,1,1,1,NA,NA,NA
3,"6055_2651",1,1,6,1,NA,NA,NA
10,"6056_2651",1,1,1,1,1,1,1
14,"6057_2652",1,1,6,1,1,1,2
14,"6058_2652",1,1,1,1,1,4,4
14,"6059_2653",1,2,1,48,3,1,2
13,"6060_2653",1,1,6,48,1,4,4
7,"6061_2653",1,1,1,48,2,1,2
18,"6062_2654",1,1,1,1,1,4,4
10,"6063_2655",1,3,6,20,1,2,5
15,"6064_2656",1,1,1,20,2,4,7
15,"6065_2656",1,1,6,20,1,4,4
13,"6066_2657",1,2,1,48,1,4,4
13,"6067_2657",1,1,6,48,1,4,4
18,"6068_2658",1,2,1,20,1,4,4
18,"6069_2658",1,2,6,20,1,4,4
15,"6070_2659",1,1,1,48,2,1,2
11,"6071_2659",1,1,6,48,1,1,2
14,"6072_2660",1,2,6,20,1,4,4
14,"6073_2660",1,1,1,20,1,4,4
12,"6074_2661",1,1,1,20,1,1,2
13,"6075_2661",1,1,6,20,1,1,2
9,"6076_2662",1,1,1,1,1,1,2
6,"6077_2663",2,3,1,20,1,1,2
11,"6078_2664",1,1,6,48,1,1,2
15,"6079_2665",1,2,6,48,1,4,4
15,"6080_2665",1,1,1,48,4,4,7
7,"6081_2666",1,1,6,20,2,1,2
10,"6082_2666",1,1,1,20,2,1,2
3,"6083_2667",1,1,1,20,NA,NA,NA
10,"6084_2667",1,1,1,20,1,1,2
10,"6085_2667",1,1,6,20,1,1,2
3,"6086_2667",1,1,1,20,NA,NA,NA
8,"6087_2668",1,3,1,48,2,1,2
7,"6088_2668",1,1,1,48,1,1,2
3,"6089_2669",1,1,6,1,2,NA,NA
12,"6090_2669",1,1,1,1,1,1,2
3,"6091_2669",1,1,1,1,NA,NA,NA
10,"6092_2669",1,1,6,1,1,1,2
10,"6093_2670",1,1,6,1,1,1,2
11,"6094_2671",1,1,6,1,1,1,2
5,"6095_2671",2,3,1,1,1,1,2
4,"6096_2672",1,1,6,20,2,4,4
10,"6097_2672",1,3,1,20,1,1,2
8,"6098_2672",1,3,6,20,1,1,2
5,"6099_2672",1,3,1,20,2,1,3
9,"6100_2673",1,1,1,20,1,1,2
14,"6101_2673",1,2,1,20,1,1,2
13,"6102_2673",1,2,6,20,1,1,2
8,"6103_2674",1,1,6,48,1,1,2
7,"6104_2674",1,2,1,48,1,1,2
12,"6105_2675",1,1,1,20,1,1,2
4,"6106_2675",1,1,6,20,4,4,7
11,"6107_2675",1,1,6,20,1,1,2
9,"6108_2676",2,3,6,1,1,4,4
2,"6109_2676",2,1,1,1,NA,NA,NA
1,"6110_2676",1,1,6,1,NA,NA,NA
10,"6111_2677",1,1,6,1,1,2,5
4,"6112_2677",1,1,1,1,2,4,4
5,"6113_2677",1,1,6,1,2,4,4
11,"6114_2677",1,1,1,1,2,1,2
11,"6115_2678",1,1,1,48,1,1,2
11,"6116_2679",1,1,1,20,1,1,2
10,"6117_2680",1,1,6,48,1,1,2
10,"6118_2680",1,1,1,48,1,2,5
2,"6119_2680",1,1,1,48,NA,NA,NA
9,"6120_2681",1,1,1,1,2,1,2
9,"6121_2681",1,1,6,1,1,4,4
3,"6122_2681",1,1,1,1,NA,NA,NA
3,"6123_2681",1,1,1,1,NA,NA,NA
2,"6124_2681",1,1,1,1,NA,NA,NA
4,"6125_2682",1,1,1,48,3,4,4
5,"6126_2682",1,1,6,48,2,1,2
7,"6127_2683",1,1,1,20,2,1,2
14,"6128_2683",1,1,1,20,1,4,4
14,"6129_2683",1,1,6,20,1,4,4
13,"6130_2684",1,1,1,48,1,1,2
8,"6131_2685",1,1,1,1,1,1,2
7,"6132_2685",1,1,6,1,1,1,2
16,"6133_2686",1,1,6,48,1,4,4
16,"6134_2686",1,1,1,48,2,4,7
18,"6135_2687",1,2,6,20,2,4,7
18,"6136_2687",1,2,1,20,4,4,7
5,"6137_2688",1,1,6,48,1,4,4
10,"6138_2688",1,1,6,48,1,1,2
3,"6139_2688",1,1,6,48,NA,NA,NA
10,"6140_2688",1,1,1,48,1,1,2
8,"6141_2689",1,1,6,20,1,1,2
1,"6142_2689",1,1,6,20,NA,NA,NA
8,"6143_2689",1,2,1,20,1,1,2
2,"6144_2689",1,1,1,20,NA,NA,NA
8,"6145_2690",1,1,6,48,1,1,2
9,"6146_2690",1,1,1,48,1,1,2
2,"6147_2690",1,1,6,48,NA,NA,NA
1,"6148_2690",1,1,1,48,NA,NA,NA
13,"6149_2691",1,1,1,20,2,1,1
13,"6150_2691",1,2,6,20,1,1,2
9,"6151_2692",1,1,6,48,1,1,2
10,"6152_2692",1,1,1,48,1,1,2
3,"6153_2692",1,1,6,48,NA,NA,NA
4,"6154_2693",1,1,1,20,2,4,4
5,"6155_2693",1,1,1,20,2,4,4
5,"6156_2693",1,1,1,20,2,1,2
12,"6157_2693",1,1,6,20,1,1,1
12,"6158_2693",1,1,1,20,1,1,1
16,"6159_2694",1,2,6,48,1,4,4
12,"6160_2695",1,1,1,48,1,1,2
15,"6161_2696",1,1,1,20,1,4,4
16,"6162_2697",1,2,6,48,1,4,4
10,"6163_2698",1,1,1,1,1,1,2
10,"6164_2698",1,2,6,1,1,1,2
3,"6165_2698",1,1,6,1,NA,NA,NA
2,"6166_2698",1,1,1,1,NA,NA,NA
4,"6167_2699",1,1,6,1,1,1,2
8,"6168_2699",1,1,1,1,1,1,2
2,"6169_2699",1,1,1,1,NA,NA,NA
9,"6170_2700",1,1,1,48,1,1,2
7,"6171_2700",1,1,6,48,1,1,2
16,"6172_2701",1,1,1,48,2,4,7
15,"6173_2701",1,1,6,48,1,4,4
18,"6174_2701",1,1,6,48,3,4,7
